SRC_NAME,CODE,SRC_TYPE,CLASS,SRC_WEIGHT,RTE_ADJ_F,DEP_BEST,DEP_UPPER,DEP_LOWER,USD,LSD,OW_LSD,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,CAT_YMAX,PREF_STK,PREF_DIP,PREF_RKE,SHMAX,SHMAX_SIG,TRT,GMM_TRT,DOMAIN,CAT_FILE
South Bismark Plate,SBS,area,9.0,1.0,1.0,27.5,-999.0,-999.0,1.0,60.0,999,4.5,5.7,8.0,7.8,8.2,208641.3,463613.8,92123.83,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,90.0,45.0,90.0,26.06,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
New Britain Outer Trench,NBOT,area,9.0,1.0,1.0,20.0,-999.0,-999.0,1.0,30.0,999,4.5,6.0,8.2,8.0,8.4,158628.3,339774.0,70838.02,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,270.0,45.0,90.0,98.4,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
New Britain Trench,NBT,area,10.0,1.0,1.0,25.0,-999.0,-999.0,1.0,60.0,999,4.5,6.1,8.8,8.6,9.0,15962.25,49458.4,5039.682,0.703,0.795,0.612,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,250.0,45.0,90.0,9.56,15.0,Interface,Subduction,10,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Woodlark Microplate,WM,area,9.0,1.0,1.0,17.5,-999.0,-999.0,1.0,40.0,999,4.5,5.7,8.4,8.2,8.6,60822.72,116219.7,29709.03,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,90.0,45.0,90.0,73.57,16.45,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Woodlark Basin,WB,area,9.0,1.0,1.0,10.0,-999.0,-999.0,1.0,35.0,999,4.5,5.7,7.6,7.4,7.8,36812.22,63848.22,20801.48,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,90.0,90.0,0.0,71.86,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Papaua Fold-Thrust Belt - Fly Platform Boundary,PFTB-FPB,area,9.0,1.0,1.0,20.0,-999.0,-999.0,1.0,50.0,999,4.5,5.7,8.0,7.8,8.2,50695.29,94367.45,25139.17,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,300.0,45.0,90.0,28.41,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Region of New Britain Deep,RNBD,area,11.7,1.0,1.0,100.0,-999.0,-999.0,60.0,200.0,400,4.5,5.6,8.3,8.1,8.5,62409.03,127873.4,53214.81,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,250.0,45.0,90.0,0.51,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Bewani-Torricelli Fault Zone Deep,BTFZD,area,11.4,1.0,1.0,100.0,-999.0,-999.0,60.0,200.0,400,4.5,5.75,8.3,8.1,8.5,66709.69,102577.8,41812.7,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,300.0,45.0,90.0,32.92,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Owen Stanley Fault Zone Deep,OSFZD,area,11.4,1.0,1.0,100.0,-999.0,-999.0,60.0,180.0,380,4.5,5.75,8.3,8.1,8.5,16275.7,18685.9,13635.3,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,300.0,45.0,90.0,36.15,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Mamberamo Thrust Belt Deep,MTBD,area,11.5,1.0,1.0,100.0,-999.0,-999.0,60.0,130.0,330,4.5,5.75,8.3,8.1,8.5,20645.43,26701.89,14446.63,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,300.0,45.0,90.0,41.27,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Bismake Sea Seismic Lineation,BSSL,area,9.0,1.0,1.0,20.0,-999.0,-999.0,1.0,50.0,999,4.5,5.7,8.2,8.0,8.4,269433.0,610477.4,117190.3,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,100.0,90.0,0.0,35.34,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Wandamen Ransiki Fault Zone,WRFS,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,35.0,999,4.5,5.7,7.2,7.0,7.4,28277.74,45993.4,16937.28,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,160.0,90.0,0.0,26.28,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Cendrawasih,CDW,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,35.0,999,4.5,5.7,7.6,7.4,7.8,17900.99,22122.92,13053.02,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,50.0,40.0,90.0,21.33,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Waropen,WRP,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,35.0,999,4.5,5.7,7.8,7.6,8.0,12684.35,15168.43,9558.631,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,90.0,30.0,90.0,39.74,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
NE Coral Sea,NECS,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,5204.272,5204.272,5204.272,1.149,1.292,1.005,-99.0,-99.0,1980;1964;1900,3.5;5.0;6.0,2022.543,-999.0,-999.0,-999.0,45.91,23.09,Extended,Non_cratonic,7,NSHA18CAT_V0.1_hmtk_declustered.csv
Northwest Oceanic,NWO,area,8.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,264.3611,221.9223,258.634,1.0,1.1,0.9,-99.0,-99.0,1980;1964;1900,3.5;5.0;6.0,2022.543,-999.0,-999.0,-999.0,98.5,15.0,Oceanic,Non_cratonic,8,NSHA18CAT_V0.1_hmtk_declustered.csv
Lengguru,LGR,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,35.0,999,4.5,5.7,7.0,6.8,7.2,8534.483,7782.284,7686.676,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,155.0,45.0,-90.0,24.71,15.0,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Banda 40-100km,BS_40_100,area,11.1,1.0,1.0,60.0,-999.0,-999.0,40.0,100.0,300,4.5,5.75,8.3,8.1,8.5,71246.62,109311.8,44728.74,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,172.23,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Seram 40-100km,SRM_40_100,area,11.3,1.0,1.0,60.0,-999.0,-999.0,40.0,100.0,300,4.5,5.75,8.3,8.1,8.5,6213.813,6816.565,5387.308,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,285.0,45.0,-90.0,32.05,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Banda 100-200km,BS_100_200,area,11.1,1.0,1.0,150.0,-999.0,-999.0,100.0,200.0,400,4.5,5.75,8.3,8.1,8.5,27285.65,40841.53,17435.23,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,101.32,70.91,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Banda 200-300km,BS_200_300,area,11.1,1.0,1.0,250.0,-999.0,-999.0,200.0,300.0,500,4.5,5.75,8.3,8.1,8.5,31326.99,30033.64,30088.19,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,169.74,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Seram 100-200km,SRM_100_200,area,11.3,1.0,1.0,150.0,-999.0,-999.0,100.0,200.0,400,4.5,5.75,8.3,8.1,8.5,2293.256,1489.562,2854.729,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,285.0,45.0,-90.0,30.42,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Seram 200-300km,SRM_200_300,area,11.3,1.0,1.0,250.0,-999.0,-999.0,200.0,300.0,500,4.5,5.75,8.3,8.1,8.5,1692.424,1692.424,1692.424,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,285.0,45.0,-90.0,30.42,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Timor 40-100km,TMR_40_100,area,11.3,1.0,1.0,60.0,-999.0,-999.0,40.0,100.0,300,4.5,5.75,8.3,8.1,8.5,10477.84,11494.21,9084.175,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,80.0,45.0,-90.0,163.05,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Nusa Tenggara 40-100km,NT_40_100,area,11.3,1.0,1.0,60.0,-999.0,-999.0,40.0,100.0,300,4.5,5.75,8.3,8.1,8.5,22174.18,30814.87,14878.56,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,85.0,45.0,-90.0,166.76,23.83,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Timor 100-200km,TMR_100_200,area,11.3,1.0,1.0,150.0,-999.0,-999.0,100.0,200.0,400,4.5,5.75,8.3,8.1,8.5,4289.519,2760.971,5403.759,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,80.0,45.0,-90.0,161.67,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Nusa Tenggara 100-200km,NT_100_200,area,11.3,1.0,1.0,150.0,-999.0,-999.0,100.0,200.0,400,4.5,5.75,8.3,8.1,8.5,12898.42,8302.136,16248.89,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,85.0,45.0,-90.0,170.97,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Banda 300-400km,BS_300_400,area,11.2,1.0,1.0,350.0,-999.0,-999.0,300.0,400.0,600,4.5,5.75,8.3,8.1,8.5,17940.41,21325.26,14612.45,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,29.05,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Timor 200-300km,TMR_200_300,area,11.3,1.0,1.0,250.0,-999.0,-999.0,200.0,300.0,500,4.5,5.75,8.3,8.1,8.5,3887.198,2524.893,4838.927,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,80.0,45.0,-90.0,22.52,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Nusa Tenggara 200-300km,NT_200_300,area,11.3,1.0,1.0,250.0,-999.0,-999.0,200.0,300.0,500,4.5,5.75,8.3,8.1,8.5,7212.765,4642.535,9086.343,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,85.0,45.0,-90.0,129.5,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Timor 300-400km,TMR_300_400,area,11.2,1.0,1.0,350.0,-999.0,-999.0,300.0,400.0,600,4.5,5.75,8.3,8.1,8.5,8872.679,8506.366,8521.818,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,80.0,45.0,-90.0,22.52,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Nusa Tenggara 300-400km,NT_300_400,area,11.2,1.0,1.0,350.0,-999.0,-999.0,300.0,400.0,600,4.5,5.75,8.3,8.1,8.5,16738.87,10774.06,21086.94,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,85.0,45.0,-90.0,170.17,15.0,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Banda 400-500km,BS_400_500,area,11.2,1.0,1.0,450.0,-999.0,-999.0,400.0,500.0,700,4.5,5.75,8.3,8.1,8.5,64096.32,100060.6,39726.33,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,68.42,66.28,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Banda_500_600km,BS_500_600,area,11.2,1.0,1.0,550.0,-999.0,-999.0,500.0,600.0,800,4.5,5.75,8.3,8.1,8.5,64099.1,97884.76,40379.16,0.861,0.907,0.815,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,0.0,45.0,-90.0,68.42,66.28,Intraslab,Subduction,11,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Banda Sea,BS,area,9.0,1.0,1.0,10.0,-999.0,-999.0,0.0,40.0,999,4.5,5.7,8.0,7.8,8.2,111360.0,232641.0,51401.77,0.924,0.995,0.852,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2022.934,225.0,30.0,90.0,172.23,66.63,Active,Non_cratonic,9,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Otway-Sorell-Gippsland Basins,OSGB,area,5.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,12142.0,17226.64,8530.189,1.141,1.201,1.081,-99.0,-99.0,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2022.543,-999.0,-999.0,-999.0,134.56,15.0,Extended,Non_cratonic,5,NSHA18CAT_V0.1_hmtk_declustered.csv
South Australian Passive Margin,SAPM,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,4101.892,9882.837,1612.893,1.149,1.292,1.005,-99.0,-99.0,1980;1964;1900,3.5;5.0;6.0,2022.543,-999.0,-999.0,-999.0,115.82,17.89,Extended,Non_cratonic,7,NSHA18CAT_V0.1_hmtk_declustered.csv
Yilgarn Craton,YLGN,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.3,7.1,7.5,13879.57,18618.41,10309.52,1.064,1.113,1.015,-99.0,-99.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2022.543,-999.0,-999.0,-999.0,88.23,15.0,Cratonic,Cratonic,1,NSHA18CAT_V0.1_hmtk_declustered.csv
Pilbra Craton,PLBR,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,4026.48,5090.896,3135.621,1.064,1.113,1.015,-99.0,-99.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2022.543,-999.0,-999.0,-999.0,105.96,15.0,Cratonic,Cratonic,1,NSHA18CAT_V0.1_hmtk_declustered.csv
Central Australia Reactivated Proterozoic,CARP,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.2,7.5,7.3,7.7,8005.786,10413.87,6138.557,0.946,0.989,0.902,-99.0,-99.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2022.543,-999.0,-999.0,-999.0,80.72,22.11,Cratonic,Cratonic,3,NSHA18CAT_V0.1_hmtk_declustered.csv
Eastern Australia Passive Margin,EAPM,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,5795.54,14812.19,2192.022,1.149,1.292,1.005,-99.0,-99.0,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2022.543,-999.0,-999.0,-999.0,39.5,37.67,Extended,Non_cratonic,7,NSHA18CAT_V0.1_hmtk_declustered.csv
Kimberly Craton,KMBY,area,1.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,1478.177,1688.695,1237.646,1.064,1.113,1.015,-99.0,-99.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2022.543,-999.0,-999.0,-999.0,57.64,15.0,Cratonic,Cratonic,1,NSHA18CAT_V0.1_hmtk_declustered.csv
Western Australia Passive Margin,WAPM,area,7.0,1.0,1.0075,10.0,5.0,15.0,0.0,20.0,999,4.5,3.8,7.7,7.5,7.9,11851.46,33446.27,4059.504,1.149,1.292,1.005,-99.0,-99.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2022.543,-999.0,-999.0,-999.0,107.11,15.0,Extended,Non_cratonic,7,NSHA18CAT_V0.1_hmtk_declustered.csv
North Australian Orogens,NAOR,area,3.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.5,7.3,7.7,1280.957,1522.606,1056.107,0.946,0.989,0.902,-99.0,-99.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2022.543,-999.0,-999.0,-999.0,51.09,15.0,Cratonic,Cratonic,3,NSHA18CAT_V0.1_hmtk_declustered.csv
North Australian Craton,NACR,area,1.0,1.0,1.177,5.0,2.5,10.0,0.0,20.0,999,4.5,3.3,7.3,7.1,7.5,4837.014,6196.168,3728.199,1.064,1.113,1.015,-99.0,-99.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2022.543,-999.0,-999.0,-999.0,28.65,27.82,Cratonic,Cratonic,1,NSHA18CAT_V0.1_hmtk_declustered.csv
Western Australian Extended Proterozoic,WAEP,area,6.0,1.0,1.0436,10.0,5.0,15.0,0.0,20.0,999,4.5,3.2,7.7,7.5,7.9,8186.341,11068.23,6034.967,0.98,1.03,0.931,-99.0,-99.0,1979;1970;1960;1958;1905;1880,3.05;3.95;4.55;4.95;6.05;6.45,2022.543,-999.0,-999.0,-999.0,88.73,20.62,Extended,Non_cratonic,6,NSHA18CAT_V0.1_hmtk_declustered.csv
Southern Oceanic Buffer,SOB,area,8.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.5,7.3,7.7,108.6481,108.6481,108.6481,1.0,1.1,0.9,-99.0,-99.0,1980;1964;1900,3.5;5.0;6.0,2022.543,-999.0,-999.0,-999.0,116.82,17.26,Oceanic,Non_cratonic,8,NSHA18CAT_V0.1_hmtk_declustered.csv
Western Oceanic Buffer,WOB,area,8.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.5,7.3,7.7,331.2361,416.3763,250.8486,1.0,1.1,0.9,-99.0,-99.0,1980;1964;1900,3.5;5.0;6.0,2022.543,-999.0,-999.0,-999.0,89.0,15.0,Oceanic,Non_cratonic,8,NSHA18CAT_V0.1_hmtk_declustered.csv
Southeastern Oceanic Buffer,SEOB,area,8.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.5,7.3,7.7,776.8612,1222.957,452.3628,1.0,1.1,0.9,-99.0,-99.0,1980;1964;1900,3.5;5.0;6.0,2022.543,-999.0,-999.0,-999.0,104.04,44.57,Oceanic,Non_cratonic,8,NSHA18CAT_V0.1_hmtk_declustered.csv
Eastern Tasmania,ETAS,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,699.3861,615.5267,778.836,1.238,1.277,1.199,-99.0,-99.0,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2022.543,-999.0,-999.0,-999.0,138.94,15.0,Non_cratonic,Non_cratonic,4,NSHA18CAT_V0.1_hmtk_declustered.csv
Western Tasmania,WTAS,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,11127.46,13537.91,9039.841,1.314,1.36,1.268,-99.0,-99.0,1966;1960;1957;1945;1885,2.85;3.45;4.05;4.55;5.45,2022.543,-999.0,-999.0,-999.0,138.87,15.0,Non_cratonic,Non_cratonic,3,NSHA18CAT_V0.1_hmtk_declustered.csv
Gawler Craton,GAWL,area,2.0,1.0,1.0,5.0,2.5,10.0,0.0,20.0,999,4.5,3.0,7.3,7.1,7.5,17651.89,21991.91,14062.62,1.314,1.36,1.268,-99.0,-99.0,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,99.75,15.0,Cratonic,Cratonic,1,NSHA18CAT_V0.1_hmtk_declustered.csv
Flinders and Mt Lofty Ranges,FMLR,area,2.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,69155.11,90188.99,52925.75,1.314,1.36,1.268,-99.0,-99.0,1966;1957;1945;1885,2.95;4.05;4.55;5.65,2022.543,-999.0,-999.0,-999.0,100.2,15.0,Non_cratonic,Non_cratonic,2,NSHA18CAT_V0.1_hmtk_declustered.csv
Tasmanides,TSMN,area,4.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.0,7.5,7.3,7.7,86628.37,109498.5,68460.51,1.238,1.277,1.199,-99.0,-99.0,1975;1965;1900;1880,2.95;4.45;6.05;6.45,2022.543,-999.0,-999.0,-999.0,74.72,33.26,Non_cratonic,Non_cratonic,4,NSHA18CAT_V0.1_hmtk_declustered.csv
Northwest Margin - Buffer2,NWMB2,area,7.0,1.0,1.0,10.0,5.0,15.0,0.0,20.0,999,4.5,3.5,7.7,7.5,7.9,1024.984,1024.984,1024.984,1.149,1.292,1.005,-99.0,-99.0,1980;1964;1900,3.5;5.0;6.0,2022.543,-999.0,-999.0,-999.0,105.46,15.0,Extended,Non_cratonic,7,NSHA18CAT_V0.1_hmtk_declustered.csv
