eventID,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,magnitudeType,Agency
16957887,1906,3,2,6,14,55,84.179,43.219,20.0,6.64,MW,
610548631,1906,3,10,6,36,4,172.145,-23.336,35.0,6.64,MW,
610548630,1906,3,10,16,22,48,171.692,-21.86,35.0,6.76,MW,
610326308,1906,3,13,13,26,40,132.052,32.56,30.0,6.64,MW,
16957889,1906,3,16,22,42,25,120.51,23.56,10.0,6.89,MW,
610548632,1906,3,19,7,56,59,-6.135,71.708,15.0,6.26,MW,
16957892,1906,3,26,3,28,39,121.603,22.364,15.0,6.13,MW,
610548635,1906,4,8,17,37,51,142.318,36.723,35.0,6.61,MW,
16957902,1906,4,10,21,22,53,-110.436,24.684,15.0,7.29,MW,
16957904,1906,4,13,19,17,48,120.463,23.598,15.0,6.99,MW,
16957903,1906,4,13,23,52,1,120.64,23.562,15.0,6.55,MW,
16957905,1906,4,18,13,12,26,-122.404,38.035,10.0,7.7,MW,bibliog
610326312,1906,5,4,23,9,7,134.891,34.093,35.0,6.01,MW,
610548639,1906,5,5,0,21,16,-69.965,-17.801,60.0,6.16,MW,
610548640,1906,5,12,5,48,44,94.522,26.228,35.0,6.51,MW,
610548641,1906,5,12,10,40,58,136.164,51.242,15.0,6.49,MW,
16957907,1906,6,1,4,30,50,138.56,-2.495,35.0,7.84,MW,
16957908,1906,6,19,11,22,36,122.582,19.008,15.0,7.09,MW,
610548645,1906,6,20,2,25,54,-88.018,12.381,35.0,6.2,MW,
610548646,1906,6,22,3,15,57,-94.79,16.751,60.0,5.66,MW,
16957909,1906,6,24,11,18,32,95.216,20.335,35.0,6.69,MW,
610548651,1906,7,13,23,43,43,-42.579,10.857,10.0,6.72,MW,
610548653,1906,7,20,11,18,53,-37.482,7.714,10.0,6.43,MW,
610548655,1906,7,22,18,34,39,64.873,-13.425,10.0,6.19,MW,
610548656,1906,8,1,23,17,29,166.212,54.529,20.0,6.3,MW,
16957912,1906,8,17,0,11,10,178.18,51.853,110.0,8.3,MW,bibliog
610548658,1906,8,25,11,54,2,38.34,6.959,10.0,5.99,MW,
16957915,1906,8,25,13,47,25,40.06,7.031,15.0,6.51,MW,bibliog
16957916,1906,8,26,6,1,9,144.187,-2.489,15.0,7.13,MW,
16957917,1906,8,30,2,38,26,-70.092,-18.358,60.0,6.91,MW,
16957918,1906,8,31,14,57,23,97.246,26.832,15.0,6.44,MW,
16957919,1906,9,7,18,52,28,142.542,34.745,15.0,7.29,MW,
16957920,1906,9,14,16,4,43,147.216,-6.252,35.0,8.0,MW,bibliog
16957921,1906,9,17,8,38,8,149.091,-4.366,15.0,6.62,MW,
16957924,1906,10,2,1,51,51,147.589,-6.321,35.0,7.63,MW,
610548661,1906,10,2,14,33,45,-71.763,-32.175,15.0,6.35,MW,
610548665,1906,10,20,16,8,49,45.543,41.128,15.0,5.54,MW,
16957929,1906,10,24,14,43,18,67.132,37.032,35.0,7.1,MW,
610548666,1906,10,28,15,50,18,101.985,-4.345,60.0,6.01,MW,
610548667,1906,10,29,1,15,53,128.202,0.185,15.0,6.35,MW,
610548668,1906,10,31,1,47,59,130.68,52.123,15.0,6.46,MW,
610548670,1906,11,8,0,39,40,140.788,30.188,35.0,6.23,MW,
610548671,1906,11,12,17,32,23,81.979,41.635,15.0,6.48,MW,
16957930,1906,11,14,17,37,28,171.614,-22.539,35.0,7.21,MW,
16957931,1906,11,19,7,18,24,108.498,-21.244,10.0,7.37,MW,
610548674,1906,12,15,19,20,46,20.619,36.54,15.0,5.69,MW,
16957933,1906,12,18,20,59,15,-173.904,-21.719,15.0,6.49,MW,
16957934,1906,12,19,1,14,38,-173.156,-19.229,35.0,7.23,MW,
16957935,1906,12,22,18,21,12,84.93,43.988,15.0,7.95,MW,
610548675,1906,12,23,7,1,42,-170.093,51.986,35.0,6.57,MW,
16957938,1906,12,23,17,21,32,-149.472,58.556,15.0,7.03,MW,
16957940,1906,12,26,5,53,20,-70.607,-19.551,35.0,6.86,MW,
16957942,1907,1,2,11,56,8,-173.306,-19.071,30.0,7.3,MW,
16957943,1907,1,4,5,19,13,95.53,2.681,25.0,8.2,MW,bibliog
610326322,1907,1,14,20,38,11,-76.237,18.667,15.0,6.2,MW,
610548678,1907,1,19,13,8,12,141.72,52.888,15.0,6.33,MW,
610548680,1907,2,2,9,4,48,22.23,34.161,15.0,5.77,MW,
16957951,1907,4,15,6,8,25,-97.246,16.606,30.0,7.8,MW,bibliog
16957953,1907,4,18,20,59,53,122.72,14.39,15.0,7.52,MW,
16957956,1907,5,4,5,51,1,152.821,-6.708,25.0,6.63,MW,
16957955,1907,5,4,8,36,32,142.222,27.998,35.0,6.43,MW,
611389649,1907,5,13,21,0,42,149.253,-9.735,35.0,6.61,MW,
610548684,1907,5,25,11,50,28,119.791,-0.595,35.0,6.39,MW,
914265,1907,5,25,14,2,6,150.453,51.086,550.0,7.65,MW,bibliog
600208137,1907,5,31,12,42,58,-178.245,-15.067,15.0,6.53,MW,
16957960,1907,6,1,8,40,37,-79.952,1.494,15.0,6.62,MW,
16957961,1907,6,5,3,21,52,-78.328,2.094,35.0,6.47,MW,
16957963,1907,6,13,9,18,10,-72.153,-40.055,15.0,6.9,MW,
610548686,1907,6,24,3,36,12,118.921,1.948,35.0,6.31,MW,
610548690,1907,7,1,13,8,48,-87.847,11.663,15.0,7.17,MW,
610548691,1907,7,4,9,18,56,55.512,27.747,15.0,5.96,MW,
16957967,1907,7,9,18,54,58,121.796,15.152,15.0,6.82,MW,
16957968,1907,7,20,13,38,22,126.188,8.316,35.0,7.06,MW,
610548692,1907,7,29,19,28,35,120.018,-1.112,35.0,6.34,MW,
610326330,1907,8,1,10,6,52,17.943,42.999,15.0,5.63,MW,
610548694,1907,8,5,6,39,0,-70.966,-24.365,15.0,6.56,MW,
610548696,1907,8,21,5,11,17,48.965,42.775,15.0,5.51,MW,
610548698,1907,8,29,11,40,44,42.047,42.532,15.0,5.47,MW,
16957971,1907,9,2,16,1,30,172.814,51.505,15.0,7.37,MW,
610326332,1907,9,15,17,45,41,71.614,39.31,15.0,6.27,MW,
610548700,1907,9,23,21,40,3,-90.46,13.836,10.0,6.45,MW,
610548701,1907,10,4,10,27,39,104.039,-6.769,15.0,6.42,MW,
610548703,1907,10,10,21,42,41,153.262,-9.094,15.0,6.25,MW,
16957972,1907,10,11,14,27,45,168.892,-16.149,15.0,7.1,MW,
914271,1907,10,16,13,57,22,-113.059,29.379,15.0,7.44,MW,
16957975,1907,10,21,4,23,54,67.999,39.216,20.0,7.44,MW,
610326335,1907,10,23,20,28,8,15.942,38.101,15.0,5.87,MW,
16957976,1907,10,27,5,16,13,68.205,39.021,15.0,6.52,MW,
16957977,1907,11,21,20,3,10,93.118,6.542,15.0,6.55,MW,
610326336,1907,11,24,13,58,37,122.541,13.359,15.0,6.59,MW,
610548708,1907,11,29,3,25,36,-29.362,47.832,10.0,5.63,MW,
602790121,1907,12,2,13,53,19,143.33,40.492,35.0,6.01,MW,
16957978,1907,12,15,17,34,56,141.899,-2.398,15.0,6.95,MW,
610548709,1907,12,24,13,23,54,-47.687,16.57,10.0,5.88,MW,
16957981,1907,12,30,5,26,55,-86.49,10.679,35.0,7.29,MW,
16957982,1908,1,11,3,34,36,121.788,22.074,15.0,7.22,MW,
16957983,1908,1,15,12,57,21,141.782,37.587,35.0,6.82,MW,
16957984,1908,2,9,18,13,17,100.637,29.405,15.0,6.82,MW,
610643056,1908,3,23,12,23,41,125.42,-9.04,35.0,6.79,MW,
16957987,1908,3,26,23,3,30,-98.986,16.546,25.0,7.46,MW,bibliog
16957988,1908,3,27,3,47,23,-100.054,16.79,25.0,7.18,MW,bibliog
16957991,1908,4,22,23,44,55,44.17,-40.513,10.0,6.71,MW,
602790120,1908,5,3,0,48,38,151.05,45.648,15.0,6.45,MW,
16957992,1908,5,5,6,17,47,125.487,0.513,35.0,7.26,MW,
16957994,1908,5,15,8,31,35,-141.795,59.626,15.0,6.72,MW,
16957995,1908,5,17,12,30,50,23.884,34.987,35.0,6.06,MW,
610326340,1908,8,4,2,10,56,7.631,35.267,15.0,5.63,MW,
16957997,1908,8,20,9,53,25,87.679,31.209,15.0,7.04,MW,
16958000,1908,10,13,5,6,40,-100.416,17.012,35.0,6.72,MW,
16958001,1908,10,14,14,56,14,23.622,82.635,10.0,6.61,MW,
16958004,1908,11,2,5,15,1,90.916,-7.956,35.0,6.73,MW,
16958006,1908,11,6,7,9,30,149.844,45.599,15.0,7.23,MW,
16958007,1908,12,12,12,54,55,97.117,26.72,15.0,7.18,MW,
16958009,1908,12,28,4,20,27,15.487,37.965,15.0,7.09,MW,bibliog
610326342,1909,1,19,4,56,39,26.579,38.826,15.0,6.0,MW,
16958011,1909,1,23,2,48,29,50.396,34.306,15.0,7.3,MW,bibliog
16958012,1909,2,9,11,24,5,38.098,40.406,15.0,6.31,MW,
610326343,1909,2,15,9,33,31,26.685,42.221,15.0,6.09,MW,
609601749,1909,3,12,23,18,38,141.719,35.897,15.0,7.03,MW,
16958018,1909,3,13,14,28,59,142.387,35.267,15.0,7.11,MW,
16958019,1909,3,17,22,53,10,121.842,-1.213,35.0,6.77,MW,
16958022,1909,4,10,18,46,54,129.157,78.539,10.0,6.71,MW,
16958026,1909,4,14,19,53,40,121.434,24.998,15.0,6.72,MW,
610326344,1909,4,23,17,39,32,-8.978,38.739,10.0,6.0,MW,bibliog
16958027,1909,4,25,22,35,50,127.123,3.117,35.0,6.5,MW,
16958028,1909,4,27,12,42,53,144.171,-3.315,15.0,7.06,MW,
16958029,1909,4,29,22,41,7,52.676,-35.516,10.0,6.66,MW,
16958038,1909,6,3,18,40,43,101.188,-2.713,35.0,7.58,MW,
16958039,1909,6,8,5,46,37,-70.502,-26.154,35.0,7.48,MW,
610326346,1909,6,11,21,5,27,5.343,43.559,10.0,5.6,MW,bibliog
610326347,1909,6,15,23,30,29,22.801,39.013,15.0,5.77,MW,
16958041,1909,6,27,7,15,4,167.557,-13.917,15.0,6.77,MW,
16958043,1909,7,7,21,37,51,70.357,36.324,200.0,7.7,MW,bibliog
610326350,1909,7,15,0,35,5,21.629,37.957,15.0,5.92,MW,
16958045,1909,7,30,10,51,51,-99.529,16.463,20.0,7.5,MW,bibliog
16958049,1909,8,14,6,30,54,136.557,35.773,15.0,6.91,MW,
16958051,1909,8,18,0,39,29,170.004,-21.443,15.0,6.67,MW,
610326352,1909,8,29,10,29,19,127.89,26.131,35.0,6.24,MW,
16958052,1909,9,8,16,49,39,-168.354,52.132,25.0,6.52,MW,
16958053,1909,9,10,18,8,48,129.398,28.984,15.0,5.75,MW,
602790116,1909,9,16,19,38,51,142.362,42.113,35.0,6.57,MW,
610326454,1909,10,8,9,59,11,16.09,45.464,15.0,5.96,MW,
16958054,1909,10,20,23,41,39,67.404,28.668,15.0,7.16,MW,
16958056,1909,10,31,10,23,21,-100.966,16.643,10.0,7.07,MW,
16958059,1909,11,21,7,35,59,121.735,24.014,35.0,6.81,MW,
16958060,1909,12,9,23,28,45,144.951,12.408,15.0,7.01,MW,
16958064,1910,1,1,11,1,58,-84.191,17.068,15.0,6.83,MW,
16958065,1910,1,8,14,49,24,122.011,34.066,20.0,6.59,MW,
16958067,1910,1,22,8,48,25,-17.413,66.758,10.0,6.98,MW,
16958068,1910,1,23,18,49,23,-59.474,11.583,10.0,6.53,MW,
16958073,1910,2,18,5,9,12,23.992,35.809,60.0,5.85,MW,
16958079,1910,4,12,0,22,24,124.304,25.967,235.0,8.1,MW,bibliog
16958081,1910,5,1,18,30,37,168.675,-19.858,15.0,6.81,MW,
16958083,1910,5,13,7,57,42,-159.744,52.76,15.0,6.63,MW,
16958084,1910,5,22,6,24,2,150.109,43.418,15.0,7.15,MW,
16958087,1910,6,1,5,55,37,169.346,-20.385,35.0,6.81,MW,
16958086,1910,6,1,6,48,14,169.613,-20.636,35.0,6.73,MW,
610326362,1910,6,7,2,4,11,15.391,40.899,15.0,5.93,MW,
16958090,1910,6,16,4,16,21,-3.194,36.185,15.0,6.42,MW,
16958089,1910,6,16,6,30,42,169.547,-19.601,100.0,7.84,MW,
16958091,1910,6,17,5,28,7,120.673,22.505,35.0,6.29,MW,
16958092,1910,6,24,13,26,59,3.754,35.888,15.0,6.46,MW,
610326363,1910,6,25,19,20,46,34.629,40.805,15.0,6.51,MW,
16958094,1910,6,29,10,45,14,-177.099,-30.907,35.0,7.1,MW,
16958095,1910,7,7,8,16,42,111.653,-9.632,35.0,6.71,MW,
16958096,1910,7,12,7,36,1,77.181,37.569,15.0,6.14,MW,
16958098,1910,7,29,10,26,38,142.437,-5.297,15.0,6.58,MW,
16958100,1910,8,5,1,31,46,-127.376,42.766,15.0,6.49,MW,
16958101,1910,8,21,16,11,29,25.717,34.902,15.0,5.56,MW,
16958104,1910,9,1,0,44,29,121.617,20.741,15.0,6.99,MW,
16958105,1910,9,6,20,3,1,-70.699,-27.421,35.0,6.88,MW,
16958106,1910,9,7,7,11,10,150.886,-6.452,15.0,6.67,MW,
610326365,1910,9,8,2,48,45,140.551,44.236,15.0,5.99,MW,
16958107,1910,9,9,1,13,16,-176.351,50.978,35.0,7.02,MW,
16958109,1910,9,24,3,32,33,-98.005,16.357,20.0,6.51,MW,
16958113,1910,11,9,6,1,59,167.013,-16.273,20.0,7.41,MW,
16958114,1910,11,10,12,19,56,167.263,-14.351,35.0,6.66,MW,
16958115,1910,11,14,7,34,17,121.81,22.762,15.0,6.89,MW,
914214,1910,11,15,14,21,32,-23.942,-59.11,15.0,7.22,MW,
914215,1910,11,26,4,41,19,167.057,-14.532,35.0,7.18,MW,
16958123,1910,12,10,9,26,46,162.292,-10.68,35.0,7.46,MW,
16958124,1910,12,13,11,37,36,30.138,-7.018,15.0,6.9,MW,bibliog
16958127,1910,12,16,14,44,55,126.017,4.668,15.0,7.61,MW,
610643057,1910,12,18,2,45,6,125.537,4.841,35.0,6.5,MW,
16958129,1911,1,1,10,17,58,66.431,36.821,35.0,6.76,MW,
16958128,1911,1,1,14,59,17,66.673,36.817,35.0,6.4,MW,
16958130,1911,1,3,23,25,49,76.808,42.919,20.0,8.02,MW,bibliog
16958134,1911,2,18,18,41,9,72.596,38.289,15.0,7.23,MW,bibliog
610326370,1911,2,18,21,35,13,20.892,40.765,15.0,6.6,MW,
610326470,1911,2,19,7,18,5,12.026,44.228,15.0,5.55,MW,
16958135,1911,2,23,11,14,4,127.853,26.184,35.0,6.99,MW,
16958137,1911,3,24,3,18,54,121.189,24.04,15.0,6.08,MW,
16958138,1911,4,4,15,43,48,25.738,36.525,15.0,6.07,MW,
16958140,1911,4,10,18,42,16,-74.416,7.541,70.0,6.38,MW,
16958141,1911,4,18,18,14,28,56.95,31.017,15.0,6.5,MW,bibliog
16958143,1911,4,28,9,52,14,-71.267,-9.207,560.0,7.38,MW,bibliog
610326372,1911,4,29,5,28,46,56.871,30.296,15.0,5.93,MW,
16958144,1911,4,30,20,42,27,27.683,36.803,15.0,5.62,MW,
16958148,1911,6,7,11,2,49,-102.471,18.362,30.0,7.6,MW,bibliog
16958149,1911,6,15,14,25,58,128.803,29.141,150.0,7.9,MW,bibliog
16958150,1911,7,1,21,59,58,-121.637,37.111,10.0,6.45,MW,
610326374,1911,7,8,1,1,57,20.4,46.723,15.0,5.75,MW,
16958154,1911,7,12,4,7,38,127.029,8.488,15.0,7.7,MW,
16958156,1911,8,16,22,41,17,137.021,7.273,15.0,7.83,MW,
16958160,1911,9,8,22,44,4,156.859,50.903,80.0,6.48,MW,
610326376,1911,9,13,3,4,12,-156.274,56.198,35.0,6.12,MW,
16958162,1911,9,15,13,9,56,-71.292,-20.18,15.0,6.92,MW,
16958163,1911,9,17,3,26,15,-175.273,50.124,15.0,6.87,MW,
16958164,1911,9,22,5,1,23,-148.246,60.888,25.0,6.28,MW,
16958165,1911,10,6,10,16,11,-70.736,17.33,35.0,6.69,MW,
16958166,1911,10,13,2,33,12,146.181,43.391,35.0,6.91,MW,
16958167,1911,10,14,23,24,0,80.336,30.993,20.0,6.55,MW,
16958169,1911,10,20,17,43,52,166.199,-12.017,35.0,6.62,MW,
16958171,1911,11,8,14,11,44,141.381,35.548,15.0,6.55,MW,
16958172,1911,11,13,16,13,13,173.75,51.736,20.0,6.85,MW,
16958173,1911,11,16,21,25,51,9.049,48.304,15.0,5.93,MW,
16958175,1911,12,16,19,14,27,-100.665,16.932,30.0,7.51,MW,bibliog
16958176,1911,12,31,6,7,8,140.669,-2.305,15.0,6.81,MW,
16958177,1912,1,4,15,46,57,-177.928,51.273,35.0,6.77,MW,
16958178,1912,1,24,16,23,14,21.013,37.928,15.0,6.4,MW,
16958179,1912,1,31,20,11,46,-147.052,60.678,25.0,6.65,MW,
610326379,1912,2,13,8,3,50,21.11,40.904,15.0,5.97,MW,
16958180,1912,2,20,13,3,6,27.846,-28.633,15.0,6.11,MW,
16958181,1912,3,11,10,17,31,-130.514,51.076,15.0,6.5,MW,
16958186,1912,5,6,18,59,57,-19.633,64.044,15.0,6.81,MW,
16958187,1912,5,11,17,26,40,70.783,-6.409,10.0,6.22,MW,
16958188,1912,5,13,19,35,52,159.105,56.712,15.0,5.8,MW,
16958191,1912,5,23,2,24,3,96.859,21.031,15.0,7.88,MW,
16958194,1912,6,7,9,55,57,-154.984,58.791,15.0,6.31,MW,
16958195,1912,6,8,4,41,23,140.708,42.217,15.0,6.2,MW,
16958196,1912,6,10,16,6,11,-154.868,58.548,15.0,6.75,MW,
16958197,1912,6,12,12,43,26,-89.104,15.155,15.0,6.7,MW,
16958199,1912,7,7,7,57,39,-148.03,63.604,10.0,7.27,MW,
16958201,1912,7,18,21,16,8,-111.516,-30.434,10.0,6.29,MW,
16958203,1912,7,24,11,59,18,-80.491,-4.896,35.0,6.8,MW,
16958205,1912,8,9,1,29,2,27.121,40.73,15.0,7.23,MW,
610326492,1912,8,10,9,23,48,27.402,40.396,10.0,6.23,MW,
610326493,1912,8,10,18,30,17,27.703,40.969,10.0,5.58,MW,
16958206,1912,8,17,19,11,56,125.973,3.568,35.0,7.49,MW,
16958210,1912,9,11,0,47,48,96.374,4.151,75.0,6.35,MW,
610326388,1912,9,13,23,31,26,27.2,40.685,15.0,6.72,MW,
16958211,1912,9,29,20,51,23,136.855,7.301,15.0,7.64,MW,
610326389,1912,10,12,19,48,47,44.349,41.008,15.0,5.79,MW,
16958212,1912,10,18,11,54,44,173.275,52.79,20.0,6.71,MW,
16958214,1912,10,31,17,23,41,137.641,7.012,15.0,6.83,MW,
16958217,1912,11,7,7,40,21,-154.389,57.592,35.0,7.08,MW,
16958218,1912,11,19,13,55,3,-99.884,19.561,15.0,6.73,MW,
16958220,1912,12,5,12,27,25,-154.158,56.827,35.0,6.07,MW,
602790142,1912,12,8,23,49,11,143.01,40.129,15.0,6.7,MW,
16958223,1912,12,9,8,32,23,-92.71,14.6,50.0,6.9,MW,
16958224,1912,12,23,23,56,12,122.745,-0.676,35.0,6.67,MW,
16958225,1912,12,24,18,7,26,123.335,24.263,35.0,6.61,MW,
914025,1913,1,5,17,21,1,132.256,30.747,15.0,6.7,MW,
914026,1913,1,7,22,51,16,122.457,24.106,35.0,6.66,MW,
914028,1913,1,9,2,55,5,121.1,20.933,35.0,6.61,MW,
914029,1913,1,11,13,16,58,121.928,1.373,35.0,7.11,MW,
914030,1913,1,15,18,52,19,-89.243,11.832,15.0,6.4,MW,
914031,1913,1,19,17,5,33,85.93,1.698,10.0,6.77,MW,
914032,1913,1,19,23,47,47,151.477,47.086,15.0,6.53,MW,
914033,1913,1,27,19,38,38,42.387,38.822,15.0,5.72,MW,
914037,1913,2,20,8,59,6,141.947,42.522,15.0,6.84,MW,
914039,1913,2,27,16,22,57,39.38,14.69,10.0,5.92,MW,
16958235,1913,3,3,20,2,0,128.598,29.296,20.0,6.1,MW,
914041,1913,3,6,2,8,52,87.368,32.811,15.0,6.31,MW,
914042,1913,3,6,11,4,0,81.929,30.201,15.0,6.5,MW,
914043,1913,3,14,8,45,5,125.891,5.544,15.0,7.88,MW,
914044,1913,3,18,1,21,9,143.705,63.529,10.0,6.3,MW,
914046,1913,3,24,10,34,20,53.726,27.007,15.0,6.01,MW,
914047,1913,3,26,21,35,49,126.719,1.928,70.0,6.21,MW,
914048,1913,3,27,3,13,3,38.973,15.573,10.0,5.88,MW,
914049,1913,3,31,3,41,11,-179.454,51.356,35.0,6.9,MW,
914050,1913,4,2,23,52,39,133.859,32.448,15.0,6.35,MW,
914051,1913,4,7,13,47,10,142.262,28.652,15.0,6.51,MW,
914052,1913,4,8,2,20,35,140.485,28.785,80.0,6.17,MW,
914053,1913,4,13,6,40,28,131.795,32.033,35.0,7.21,MW,
914054,1913,4,14,7,48,23,122.073,23.827,15.0,6.34,MW,
914055,1913,4,18,13,13,21,125.725,8.21,15.0,6.27,MW,
914056,1913,4,18,19,2,33,126.515,9.459,15.0,6.62,MW,
914057,1913,4,20,3,13,41,45.123,41.915,15.0,5.75,MW,
914058,1913,4,24,10,15,25,125.813,9.895,15.0,6.63,MW,
914059,1913,4,24,12,15,27,126.309,9.737,15.0,6.43,MW,
914060,1913,4,25,17,56,33,126.843,9.265,15.0,7.19,MW,
914061,1913,4,26,4,6,12,126.265,9.337,35.0,6.23,MW,
914062,1913,4,26,4,21,5,127.845,8.698,15.0,6.45,MW,
914063,1913,4,28,18,39,26,125.291,9.275,15.0,6.33,MW,
914064,1913,4,29,3,8,22,127.012,9.734,15.0,6.21,MW,
914065,1913,4,29,23,29,10,173.004,51.458,15.0,6.23,MW,
914066,1913,4,30,11,34,24,-174.324,50.328,15.0,6.56,MW,
914068,1913,5,18,2,8,55,147.09,14.257,15.0,7.04,MW,
914069,1913,5,21,13,48,36,153.1,-6.511,15.0,6.31,MW,
914071,1913,5,24,23,24,54,-72.245,-25.619,15.0,6.89,MW,
914072,1913,5,29,13,29,25,122.941,24.329,35.0,6.38,MW,
914073,1913,5,30,11,47,12,151.512,-4.789,15.0,7.36,MW,
914074,1913,6,4,9,57,28,144.025,-2.866,15.0,6.75,MW,
914075,1913,6,14,8,37,4,-95.322,15.804,35.0,6.35,MW,
914076,1913,6,14,9,33,28,25.759,43.152,15.0,6.69,MW,
914077,1913,6,22,13,50,6,-178.773,50.076,15.0,6.85,MW,
914078,1913,6,26,4,57,18,-173.808,-20.68,25.0,7.79,MW,
914079,1913,6,28,8,52,50,16.211,39.474,15.0,5.69,MW,
914080,1913,7,6,16,12,49,128.168,-1.377,35.0,6.5,MW,
914082,1913,7,12,10,23,52,142.791,26.752,15.0,6.57,MW,
610326500,1913,7,20,12,6,17,8.651,48.308,15.0,5.53,MW,
914083,1913,7,22,6,34,33,151.682,-5.179,35.0,6.51,MW,
914084,1913,7,25,12,38,8,-80.815,12.471,15.0,6.15,MW,
914085,1913,7,26,20,51,14,-17.676,66.974,15.0,5.94,MW,
914086,1913,7,28,5,39,19,-74.984,-17.167,15.0,6.74,MW,
914087,1913,8,1,17,11,3,156.059,48.108,15.0,7.03,MW,
914088,1913,8,6,22,14,36,-73.738,-16.534,25.0,7.73,MW,
914089,1913,8,13,4,25,42,105.213,-6.746,35.0,6.63,MW,
914090,1913,8,15,19,3,9,142.612,26.843,35.0,6.38,MW,
914091,1913,9,3,20,51,27,153.489,-5.31,35.0,6.82,MW,
914092,1913,9,16,11,56,31,35.981,4.423,10.0,6.06,MW,
914093,1913,9,30,7,33,47,24.207,34.625,15.0,5.82,MW,
914094,1913,10,2,4,23,37,-79.838,7.575,15.0,6.63,MW,
610326393,1913,10,4,18,26,1,14.588,41.61,15.0,5.44,MW,
